name,cores,freq,score
Intel Core i7-8809G,4,3100,1016
Intel Core i7-8850H,6,2600,1035
Intel Core i7-920,4,2700,484
Intel Core i7-920XM,4,2000,399
Intel Core i7-930,4,2800,488
Intel Core i7-950,4,3100,525
Intel Core i7-960,4,3200,552
Intel Core i7-970,6,3200,572
Intel Core i7-9700,8,3000,1206
Intel Core i7-9700F,8,3000,1207
Intel Core i7-9700K,8,3600,1287
Intel Core i7-9700KF,8,3600,1291
Intel Core i7-975,4,3300,603
Intel Core i7-9750H,6,2600,1045
Intel Core i7-9800X,8,3800,1146
Intel Core i7-980X,6,3300,638
Intel Core i7-9850H,6,2600,1094
Intel Core i7-990X,6,3500,660
Intel Core i9-10850K,10,3600,1355
Intel Core i9-10900,10,2800,1326
Intel Core i9-10900K,10,3700,1413
Intel Core i9-10900KF,10,3700,1380
Intel Core i9-10900X,10,3700,1138
Intel Core i9-10910,10,3600,1344
Intel Core i9-10920X,12,3500,1234
Intel Core i9-10940X,14,3300,1150
Intel Core i9-10980XE,18,3000,1158
Intel Core i9-7900X,10,3300,1130
Intel Core i9-7920X,12,2900,1044
Intel Core i9-7940X,14,3100,1102
Intel Core i9-7960X,16,2800,1120
Intel Core i9-7980XE,18,2600,1079
Intel Core i9-8950HK,6,2900,1063
Intel Core i9-9880H,8,2300,1063
Intel Core i9-9900,8,3100,1246
Intel Core i9-9900K,8,3600,1334
Intel Core i9-9900KF,8,3600,1323
Intel Core i9-9900KS,8,4000,1403
Intel Core i9-9900X,10,3500,1123
Intel Core i9-9920X,12,3500,1061
Intel Core i9-9940X,14,3300,1149
Intel Core i9-9960X,16,3100,1081
Intel Core i9-9980HK,8,2400,1123
Intel Core i9-9980XE,18,3000,1145
Intel Pentium 2020M,2,2400,441
Intel Pentium 2117U,2,1800,341
Intel Pentium 2127U,2,1900,342
Intel Pentium 3556U,2,1700,354
Intel Pentium 3805U,2,1900,406
Intel Pentium 3825U,2,1900,394
Intel Pentium 4405U,2,2100,457
Intel Pentium 4415U,2,2300,516
Intel Pentium 4415Y,2,1600,363
Intel Pentium 987,2,1500,238
Intel Pentium A1020,4,2400,212
Intel Pentium B940,2,2000,333
Intel Pentium B950,2,2100,359
Intel Pentium B960,2,2200,376
Intel Pentium B970,2,2300,390
Intel Pentium B980,2,2400,413
Intel Pentium D 820/915/920,2,2800,197
Intel Pentium D 830/925/930,2,3000,200
Intel Pentium E2160,2,1800,197
Intel Pentium E2180,2,2000,205
Intel Pentium E2200,2,2200,257
Intel Pentium E2220,2,2400,267
Intel Pentium E5200,2,2500,310
Intel Pentium E5300,2,2600,296
Intel Pentium E5400,2,2700,325
Intel Pentium E5500,2,2800,330
Intel Pentium E5700,2,3000,336
Intel Pentium E5800,2,3200,374
Intel Pentium E6600,2,3100,370
Intel Pentium E6700,2,3200,375
Intel Pentium G2010,2,2800,514
Intel Pentium G2020,2,2900,549
Intel Pentium G2030,2,3000,549
Intel Pentium G2120,2,3100,610
Intel Pentium G3220,2,3000,610
Intel Pentium G3220T,2,2600,545
Intel Pentium G3240,2,3100,627
Intel Pentium G3250,2,3200,662
Intel Pentium G3258,2,3200,822
Intel Pentium G3260,2,3300,677
Intel Pentium G4400,2,3300,781
Intel Pentium G4400T,2,2900,636
Intel Pentium G4560,2,3500,839
Intel Pentium G4600,2,3600,857
Intel Pentium G4620,2,3700,924
Intel Pentium G620,2,2600,456
Intel Pentium G630,2,2700,473
Intel Pentium G640,2,2800,507
Intel Pentium G645,2,2900,508
Intel Pentium G645T,2,2500,452
Intel Pentium G6950,2,2800,426
Intel Pentium G850,2,2900,518
Intel Pentium G860,2,3000,468
Intel Pentium G870,2,3100,558
Intel Pentium Gold 4417U,2,2300,500
Intel Pentium Gold G5400,2,3700,907
Intel Pentium J3710,4,1600,229
Intel Pentium J4205,4,1500,329
Intel Pentium N3520,4,2200,205
Intel Pentium N3530,4,2200,216
Intel Pentium N3540,4,2200,216
Intel Pentium N3700,4,1600,204
Intel Pentium N4200,4,1100,309
Intel Pentium P6000,2,1900,287
Intel Pentium P6100,2,2000,269
Intel Pentium P6200,2,2100,293
Intel Pentium Silver J5005,4,1500,437
Intel Pentium Silver N5000,4,1100,426
Intel Pentium T4200,2,2000,253
Intel Pentium T4300,2,2100,256
Intel Pentium T4400,2,2200,273
Intel Pentium T4500,2,2300,270
Intel Xeon E-2176M,6,2700,1055
Intel Xeon E-2276M,6,2800,1167
Intel Xeon E3-1220 v2,4,3100,736
Intel Xeon E3-1220 v3,4,3100,726
Intel Xeon E3-1220 v5,4,3000,750
Intel Xeon E3-1220,4,3100,649
Intel Xeon E3-1225 V2,4,3200,728
Intel Xeon E3-1225 v3,4,3200,850
Intel Xeon E3-1225 v5,4,3300,924
Intel Xeon E3-1225 v6,4,3300,969
Intel Xeon E3-1225,4,3100,655
Intel Xeon E3-1226 v3,4,3300,884
Intel Xeon E3-1230 v3,4,3300,886
Intel Xeon E3-1230 v5,4,3400,974
Intel Xeon E3-1230,4,3200,607
Intel Xeon E3-1230V2,4,3300,758
Intel Xeon E3-1231 v3,4,3400,882
Intel Xeon E3-1240 v2,4,3400,768
Intel Xeon E3-1240 v3,4,3400,894
Intel Xeon E3-1240 v5,4,3500,987
Intel Xeon E3-1240 v6,4,3700,1062
Intel Xeon E3-1240,4,3300,745
Intel Xeon E3-1241 v3,4,3500,947
Intel Xeon E3-1245 V2,4,3400,734
Intel Xeon E3-1245 v3,4,3400,882
Intel Xeon E3-1245 v5,4,3500,896
Intel Xeon E3-1245,4,3300,697
Intel Xeon E3-1246 v3,4,3500,925
Intel Xeon E3-1265L v2,4,2500,621
Intel Xeon E3-1265L v3,4,2500,839
Intel Xeon E3-1270 V2,4,3500,814
Intel Xeon E3-1270 v3,4,3500,925
Intel Xeon E3-1270 v5,4,3600,877
Intel Xeon E3-1270 v6,4,3800,1001
Intel Xeon E3-1270,4,3400,743
Intel Xeon E3-1271 v3,4,3600,972
Intel Xeon E3-1275 v2,4,3500,464
Intel Xeon E3-1275 v6,4,3800,1067
Intel Xeon E3-1275L v3,4,2700,937
Intel Xeon E3-1276 v3,4,3600,947
Intel Xeon E3-1280 V2,4,3600,815
Intel Xeon E3-1280,4,3500,704
Intel Xeon E3-1285L v3,4,3100,864
Intel Xeon E3-1285L v4,4,3400,991
Intel Xeon E3-1505M v5,4,2800,873
Intel Xeon E3-1505M v6,4,3000,610
Intel Xeon E3-1535M v5,4,2900,819
Intel Xeon E3-1535M v6,4,3100,974
Intel Xeon E5-1603,4,2800,574
Intel Xeon E5-1607 v2,4,3000,643
Intel Xeon E5-1607,4,3000,596
Intel Xeon E5-1620 v2,4,3700,759
Intel Xeon E5-1620 v3,4,3500,821
Intel Xeon E5-1620 v4,4,3500,879
Intel Xeon E5-1620,4,3600,730
Intel Xeon E5-1630 v3,4,3700,873
Intel Xeon E5-1630 v4,4,3700,896
Intel Xeon E5-1650 v2,6,3500,799
Intel Xeon E5-1650 v3,6,3500,927
Intel Xeon E5-1650 v4,6,3600,892
Intel Xeon E5-1650,6,3200,730
Intel Xeon E5-1660 v2,6,3700,784
Intel Xeon E5-1660 v3,8,3000,1047
Intel Xeon E5-1660,6,3300,754
Intel Xeon E5-1680 v2,8,3000,900
Intel Xeon E5-2407,4,2200,400
Intel Xeon E5-2420 v2,6,2200,531
Intel Xeon E5-2420,6,1900,442
Intel Xeon E5-2430 v2,6,2500,586
Intel Xeon E5-2620 v2,6,2100,491
Intel Xeon E5-2620 v3,6,2400,709
Intel Xeon E5-2620 v4,8,2100,623
Intel Xeon E5-2620,6,2000,464
Intel Xeon E5-2623 v4,4,2600,621
Intel Xeon E5-2630 v2,6,2600,583
Intel Xeon E5-2630 v3,8,2400,733
Intel Xeon E5-2630 v4,10,2200,690
Intel Xeon E5-2630L v3,8,1800,624
Intel Xeon E5-2630L,6,2000,479
Intel Xeon E5-2637 v2,4,3500,749
Intel Xeon E5-2640 v2,8,2000,399
Intel Xeon E5-2640 v3,8,2600,774
Intel Xeon E5-2640,6,2500,560
Intel Xeon E5-2643,4,3300,641
Intel Xeon E5-2650 v2,8,2600,609
Intel Xeon E5-2650 v3,10,2300,700
Intel Xeon E5-2650,8,2000,481
Intel Xeon E5-2660 v2,10,2200,519
Intel Xeon E5-2660 v3,10,2600,761
Intel Xeon E5-2660,8,2200,501
Intel Xeon E5-2665,8,2400,583
Intel Xeon E5-2667 v2,8,3300,748
Intel Xeon E5-2667 v3,8,3200,722
Intel Xeon E5-2667,6,2900,676
Intel Xeon E5-2670 v3,12,2300,715
Intel Xeon E5-2670,8,2600,600
Intel Xeon E5-2678 v3,12,2500,786
Intel Xeon E5-2680 v2,10,2800,662
Intel Xeon E5-2680 v3,12,2500,778
Intel Xeon E5-2680 v4,14,2400,725
Intel Xeon E5-2680,8,2700,623
Intel Xeon E5-2683 v3,14,2000,659
Intel Xeon E5-2683 v4,16,2100,747
Intel Xeon E5-2687W v2,8,3400,732
Intel Xeon E5-2687W,8,3100,692
Intel Xeon E5-2690 v2,10,3000,691
Intel Xeon E5-2690 v3,12,2600,746
Intel Xeon E5-2690 v4,14,2600,821
Intel Xeon E5-2690,8,2900,656
Intel Xeon E5-2696 v2,12,2500,607
Intel Xeon E5-2696 v4,22,2200,799
Intel Xeon E5-2697 v2,12,2700,700
Intel Xeon E5-2697 v3,14,2600,772
Intel Xeon E5-2699 v4,22,2200,861
Intel Xeon E5410,4,2300,345
Intel Xeon E5430,4,2700,403
Intel Xeon E5440,4,2800,415
Intel Xeon E5450,4,3000,443
Intel Xeon E5504,4,2000,310
Intel Xeon E5520,4,2300,416
Intel Xeon E5606,4,2100,269
Intel Xeon E5620,4,2400,436
Intel Xeon E5630,4,2500,478
Intel Xeon E5645,6,2400,471
Intel Xeon E5649,6,2500,450
Intel Xeon Gold 6126,12,2600,886
Intel Xeon L5420,4,2500,364
Intel Xeon Silver 4110,8,2100,669
Intel Xeon Silver 4112,4,2600,696
Intel Xeon Silver 4114,10,2200,685
Intel Xeon W-2123,4,3600,946
Intel Xeon W-2125,4,4000,1062
Intel Xeon W-2133,6,3600,958
Intel Xeon W-2135,6,3700,1046
Intel Xeon W-2140B,8,3200,1033
Intel Xeon W-2145,8,3700,1123
Intel Xeon W-2150B,10,3000,1079
Intel Xeon W-2191B,18,2300,1096
Intel Xeon W-3175X,28,3100,1155
Intel Xeon W-3223,8,3500,1064
Intel Xeon W-3235,12,3300,1105
Intel Xeon W-3245,16,3200,1125
Intel Xeon W-3275M,28,2500,956
Intel Xeon W3520,4,2700,482
Intel Xeon W3530,4,2800,504
Intel Xeon W3540,4,2900,530
Intel Xeon W3550,4,3100,521
Intel Xeon W3565,4,3200,549
Intel Xeon W3580,4,3300,611
Intel Xeon W3670,6,3200,607
Intel Xeon W3680,6,3300,643
Intel Xeon W3690,6,3500,639
Intel Xeon W5580,4,3200,551
Intel Xeon X3360,4,2800,412
Intel Xeon X3430,4,2400,424
Intel Xeon X3440,4,2500,462
Intel Xeon X3450,4,2700,484
Intel Xeon X5450,4,3000,419
Intel Xeon X5460,4,3200,451
Intel Xeon X5550,4,2700,437
Intel Xeon X5560,4,2800,454
Intel Xeon X5570,4,2900,537
Intel Xeon X5650,6,2700,505
Intel Xeon X5660,6,2800,524
Intel Xeon X5670,6,2900,558
Intel Xeon X5675,6,3100,585
Intel Xeon X5680,6,3300,611
Intel Xeon X5690,6,3500,635
